timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653602958154,86,POSTLogin-2,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,85,0,0
1653602958054,187,POSTLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,38172,973,1,3,http://localhost/my_view_page.php,51,0,0
1653602958054,51,POSTLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,5559,410,1,3,http://localhost/login_password_page.php,51,0,0
1653602958105,49,POSTLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,49,0,0
1653602958154,87,POSTLogin-2,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,86,0,0
1653602958199,69,GetAllBugPage,200,OK,CloseIssueThreadGroup 3-1,text,true,,27441,336,1,3,http://localhost/view_all_bug_page.php,69,0,1
1653602958269,84,GetBug,200,OK,CloseIssueThreadGroup 3-1,text,true,,19797,328,1,3,http://localhost/view.php?id=3,83,0,0
1653602958353,66,POSTBugStatus,200,OK,CloseIssueThreadGroup 3-1,text,true,,8893,507,1,3,http://localhost/bug_change_status_page.php,66,0,0
1653602958240,266,POSTPassword,200,OK,LoginThreadGroup 1-1,text,true,,34084,1300,1,3,http://localhost/my_view_page.php,65,0,0
1653602958240,65,POSTPassword-0,302,Found,LoginThreadGroup 1-1,text,true,,837,430,1,3,http://localhost/login.php,65,0,0
1653602958305,67,POSTPassword-1,302,Found,LoginThreadGroup 1-1,text,true,,636,307,1,3,http://localhost/login_cookie_test.php?return=index.php,67,0,0
1653602958372,53,POSTPassword-2,302,Found,LoginThreadGroup 1-1,text,true,,643,278,1,3,http://localhost/index.php,53,0,0
1653602958425,81,POSTPassword-3,200,OK,LoginThreadGroup 1-1,text,true,,31968,285,1,3,http://localhost/my_view_page.php,80,0,0
1653602958241,275,POSTPassword,200,OK,CreateIssueThreadGroup 2-1,text,true,,34088,1300,1,3,http://localhost/my_view_page.php,66,0,0
1653602958241,66,POSTPassword-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,430,1,3,http://localhost/login.php,66,0,0
1653602958307,70,POSTPassword-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,307,1,3,http://localhost/login_cookie_test.php?return=index.php,70,0,0
1653602958377,57,POSTPassword-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,57,0,0
1653602958434,82,POSTPassword-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,81,0,0
1653602958419,136,GetHost,200,OK,CloseIssueThreadGroup 3-1,text,true,,29973,646,1,3,http://localhost/my_view_page.php,55,0,0
1653602958419,55,GetHost-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,315,1,3,http://localhost/,55,0,0
1653602958474,81,GetHost-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,29329,331,1,3,http://localhost/my_view_page.php,81,0,0
1653602958516,54,GetReportBugPage,200,OK,CreateIssueThreadGroup 2-1,text,true,,17052,288,1,3,http://localhost/bug_report_page.php,53,0,0
1653602958570,65,POSTBugReport,200,OK,CreateIssueThreadGroup 2-1,text,true,,9017,679,1,3,http://localhost/bug_report.php,65,0,0
1653602958506,132,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,32611,554,1,3,http://localhost/my_view_page.php,51,0,0
1653602958506,51,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,643,269,1,3,http://localhost/,51,0,0
1653602958557,81,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,31968,285,1,3,http://localhost/my_view_page.php,80,0,0
1653602958556,190,POSTLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,35532,1111,1,3,http://localhost/my_view_page.php,59,0,0
1653602958556,59,POSTLogin-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,5559,456,1,3,http://localhost/login_password_page.php,59,0,0
1653602958615,51,POSTLogin-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,324,1,3,http://localhost/index.php,51,0,0
1653602958666,80,POSTLogin-2,200,OK,CloseIssueThreadGroup 3-1,text,true,,29329,331,1,3,http://localhost/my_view_page.php,80,0,0
1653602958636,130,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,32613,554,1,3,http://localhost/my_view_page.php,50,0,0
1653602958636,50,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,269,1,3,http://localhost/,50,0,0
1653602958686,80,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,79,0,0
1653602958638,186,POSTLogin,200,OK,LoginThreadGroup 1-1,text,true,,38169,973,1,3,http://localhost/my_view_page.php,53,0,0
1653602958638,53,POSTLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,5558,410,1,3,http://localhost/login_password_page.php,53,0,0
1653602958691,51,POSTLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,643,278,1,3,http://localhost/index.php,51,0,0
1653602958742,82,POSTLogin-2,200,OK,LoginThreadGroup 1-1,text,true,,31968,285,1,3,http://localhost/my_view_page.php,81,0,0
1653602958766,181,POSTLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,38172,973,1,3,http://localhost/my_view_page.php,52,0,0
1653602958766,52,POSTLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,5559,410,1,3,http://localhost/login_password_page.php,52,0,0
1653602958819,49,POSTLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,49,0,0
1653602958868,79,POSTLogin-2,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,79,0,0
1653602958747,234,POSTPassword_reporter,200,OK,CloseIssueThreadGroup 3-1,text,true,,34088,1484,1,3,http://localhost/my_view_page.php,52,0,0
1653602958747,52,POSTPassword_reporter-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,838,476,1,3,http://localhost/login.php,52,0,0
1653602958799,52,POSTPassword_reporter-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,637,353,1,3,http://localhost/login_cookie_test.php?return=index.php,52,0,0
1653602958851,50,POSTPassword_reporter-2,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,324,1,3,http://localhost/index.php,50,0,0
1653602958901,80,POSTPassword_reporter-3,200,OK,CloseIssueThreadGroup 3-1,text,true,,31969,331,1,3,http://localhost/my_view_page.php,80,0,0
1653602958981,62,GetAllBugPage,200,OK,CloseIssueThreadGroup 3-1,text,true,,27440,336,1,3,http://localhost/view_all_bug_page.php,61,0,0
1653602958824,236,POSTPassword,200,OK,LoginThreadGroup 1-1,text,true,,34053,1300,1,3,http://localhost/my_view_page.php,53,0,0
1653602958824,53,POSTPassword-0,302,Found,LoginThreadGroup 1-1,text,true,,802,430,1,3,http://localhost/login.php,53,0,0
1653602958877,52,POSTPassword-1,302,Found,LoginThreadGroup 1-1,text,true,,638,307,1,3,http://localhost/login_cookie_test.php?return=index.php,52,0,1
1653602958929,49,POSTPassword-2,302,Found,LoginThreadGroup 1-1,text,true,,644,278,1,3,http://localhost/index.php,49,0,0
1653602958978,82,POSTPassword-3,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,81,0,0
1653602959044,65,GetBug,200,OK,CloseIssueThreadGroup 3-1,text,true,,19940,328,1,3,http://localhost/view.php?id=6,64,0,0
1653602959109,54,POSTBugStatus,200,OK,CloseIssueThreadGroup 3-1,text,true,,8893,507,1,3,http://localhost/bug_change_status_page.php,54,0,0
1653602958947,235,POSTPassword,200,OK,CreateIssueThreadGroup 2-1,text,true,,34088,1300,1,3,http://localhost/my_view_page.php,52,0,0
1653602958947,52,POSTPassword-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,430,1,3,http://localhost/login.php,52,0,0
1653602958999,51,POSTPassword-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,307,1,3,http://localhost/login_cookie_test.php?return=index.php,51,0,0
1653602959050,49,POSTPassword-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,49,0,0
1653602959099,83,POSTPassword-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,83,0,0
1653602959060,134,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,32613,554,1,3,http://localhost/my_view_page.php,50,0,0
1653602959060,50,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,644,269,1,3,http://localhost/,50,0,0
1653602959110,84,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,83,0,0
1653602959183,53,GetReportBugPage,200,OK,CreateIssueThreadGroup 2-1,text,true,,17052,288,1,3,http://localhost/bug_report_page.php,53,0,0
1653602959236,59,POSTBugReport,200,OK,CreateIssueThreadGroup 2-1,text,true,,9017,679,1,3,http://localhost/bug_report.php,58,0,0
1653602959164,131,GetHost,200,OK,CloseIssueThreadGroup 3-1,text,true,,32613,646,1,3,http://localhost/my_view_page.php,51,0,0
1653602959164,51,GetHost-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,315,1,3,http://localhost/,51,0,0
1653602959215,80,GetHost-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,31969,331,1,3,http://localhost/my_view_page.php,80,0,0
1653602959194,188,POSTLogin,200,OK,LoginThreadGroup 1-1,text,true,,38172,973,1,3,http://localhost/my_view_page.php,54,0,0
1653602959194,54,POSTLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,5559,410,1,3,http://localhost/login_password_page.php,54,0,0
1653602959248,51,POSTLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,644,278,1,3,http://localhost/index.php,51,0,0
1653602959299,83,POSTLogin-2,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,83,0,0
1653602959295,140,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,32613,554,1,3,http://localhost/my_view_page.php,51,0,0
1653602959295,51,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,269,1,3,http://localhost/,51,0,0
1653602959346,89,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,89,0,0
1653602959296,195,POSTLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,38181,1114,1,3,http://localhost/my_view_page.php,53,0,0
1653602959296,53,POSTLogin-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,5568,459,1,3,http://localhost/login_password_page.php,53,0,0
1653602959349,59,POSTLogin-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,324,1,3,http://localhost/index.php,59,0,0
1653602959408,83,POSTLogin-2,200,OK,CloseIssueThreadGroup 3-1,text,true,,31969,331,1,3,http://localhost/my_view_page.php,82,0,0
1653602959435,182,POSTLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,38172,973,1,3,http://localhost/my_view_page.php,53,0,0
1653602959435,53,POSTLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,5559,410,1,3,http://localhost/login_password_page.php,53,0,0
1653602959488,50,POSTLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,50,0,0
1653602959538,79,POSTLogin-2,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,78,0,0
1653602959382,238,POSTPassword,200,OK,LoginThreadGroup 1-1,text,true,,34088,1300,1,3,http://localhost/my_view_page.php,57,0,0
1653602959382,57,POSTPassword-0,302,Found,LoginThreadGroup 1-1,text,true,,838,430,1,3,http://localhost/login.php,57,0,0
1653602959439,49,POSTPassword-1,302,Found,LoginThreadGroup 1-1,text,true,,637,307,1,3,http://localhost/login_cookie_test.php?return=index.php,49,0,0
1653602959488,50,POSTPassword-2,302,Found,LoginThreadGroup 1-1,text,true,,644,278,1,3,http://localhost/index.php,50,0,0
1653602959538,82,POSTPassword-3,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,82,0,0
1653602959491,241,POSTPassword_developer,200,OK,CloseIssueThreadGroup 3-1,text,true,,34909,1487,1,3,http://localhost/my_view_page.php,53,0,0
1653602959491,53,POSTPassword_developer-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,838,479,1,3,http://localhost/login.php,53,0,0
1653602959544,53,POSTPassword_developer-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,637,353,1,3,http://localhost/login_cookie_test.php?return=index.php,53,0,0
1653602959597,50,POSTPassword_developer-2,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,324,1,3,http://localhost/index.php,50,0,0
1653602959647,85,POSTPassword_developer-3,200,OK,CloseIssueThreadGroup 3-1,text,true,,32790,331,1,3,http://localhost/my_view_page.php,84,0,0
1653602959620,137,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,32613,554,1,3,http://localhost/my_view_page.php,51,0,0
1653602959620,51,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,644,269,1,3,http://localhost/,51,0,0
1653602959671,86,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,85,0,0
1653602959732,65,GetAllBugPage,200,OK,CloseIssueThreadGroup 3-1,text,true,,28959,336,1,3,http://localhost/view_all_bug_page.php,64,0,0
1653602959617,241,POSTPassword,200,OK,CreateIssueThreadGroup 2-1,text,true,,34088,1300,1,3,http://localhost/my_view_page.php,51,0,0
1653602959617,51,POSTPassword-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,430,1,3,http://localhost/login.php,51,0,0
1653602959669,54,POSTPassword-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,307,1,3,http://localhost/login_cookie_test.php?return=index.php,54,0,0
1653602959723,56,POSTPassword-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,278,1,3,http://localhost/index.php,56,0,0
1653602959779,79,POSTPassword-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,78,0,0
1653602959798,67,GetBug,200,OK,CloseIssueThreadGroup 3-1,text,true,,25577,328,1,3,http://localhost/view.php?id=7,66,0,0
1653602959858,53,GetReportBugPage,200,OK,CreateIssueThreadGroup 2-1,text,true,,17052,288,1,3,http://localhost/bug_report_page.php,53,0,0
1653602959865,52,POSTBugStatus,200,OK,CloseIssueThreadGroup 3-1,text,true,,8904,540,1,3,http://localhost/bug_change_status_page.php,52,0,0
1653602959757,182,POSTLogin,200,OK,LoginThreadGroup 1-1,text,true,,38172,973,1,3,http://localhost/my_view_page.php,52,0,0
1653602959757,52,POSTLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,5559,410,1,3,http://localhost/login_password_page.php,52,0,0
1653602959809,50,POSTLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,644,278,1,3,http://localhost/index.php,50,0,0
1653602959859,80,POSTLogin-2,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,79,0,0
1653602959912,60,POSTBugReport,200,OK,CreateIssueThreadGroup 2-1,text,true,,9017,679,1,3,http://localhost/bug_report.php,60,0,0
1653602959917,140,GetHost,200,OK,CloseIssueThreadGroup 3-1,text,true,,33434,646,1,3,http://localhost/my_view_page.php,54,0,0
1653602959917,54,GetHost-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,315,1,3,http://localhost/,54,0,0
1653602959971,86,GetHost-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,32790,331,1,3,http://localhost/my_view_page.php,86,0,0
1653602959972,132,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,32613,554,1,3,http://localhost/my_view_page.php,49,0,0
1653602959972,49,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,269,1,3,http://localhost/,49,0,0
1653602960021,83,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,83,0,0
1653602959939,245,POSTPassword,200,OK,LoginThreadGroup 1-1,text,true,,34088,1300,1,3,http://localhost/my_view_page.php,56,0,0
1653602959939,56,POSTPassword-0,302,Found,LoginThreadGroup 1-1,text,true,,838,430,1,3,http://localhost/login.php,56,0,0
1653602959995,52,POSTPassword-1,302,Found,LoginThreadGroup 1-1,text,true,,637,307,1,3,http://localhost/login_cookie_test.php?return=index.php,52,0,0
1653602960047,53,POSTPassword-2,302,Found,LoginThreadGroup 1-1,text,true,,644,278,1,3,http://localhost/index.php,53,0,0
1653602960100,84,POSTPassword-3,200,OK,LoginThreadGroup 1-1,text,true,,31969,285,1,3,http://localhost/my_view_page.php,83,0,0
1653602960058,187,POSTLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,38993,1111,1,3,http://localhost/my_view_page.php,54,0,0
1653602960058,54,POSTLogin-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,5559,456,1,3,http://localhost/login_password_page.php,54,0,0
1653602960112,51,POSTLogin-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,324,1,3,http://localhost/index.php,51,0,0
